Age,Fare,Pclass_2,Pclass_3,Sex_male,Embarked_Q,Embarked_S,Titles_Miss,Titles_Mr,Titles_Mrs,Family_Size_1,Family_Size_2,Family_Size_3,Family_Size_4,Family_Size_5,Family_Size_6,Family_Size_7,Family_Size_10
0.44535484684230425,0.04713766070721715,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.39493256019160466,0.05953203526170282,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.08275928836380983,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.5966217067944031,0.10149724044618187,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0.35711584520358,0.015126992566498259,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.030253985132996517,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
0.24366570023950587,0.015468569817999833,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0.38232698852892977,0.015175789316712771,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.19324341358880626,0.015126992566498259,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.6974662800958024,0.06929138530460494,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.3192991302155552,0.015175789316712771,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.3319047018782302,0.021730754366528396,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.735282995083827,0.014151057562208049,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.39493256019160466,0.05953203526170282,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.28148241522753054,0.01800600082915438,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.44535484684230425,0.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.031425107138144774,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0.4705659901676541,0.016908073949327893,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.8802470692045884,0.015126992566498259,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0.23106012857683098,0.05855610025741262,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.6470439934451027,0.1527664244005612,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.35711584520358,0.029757819776815374,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5083827051556787,0.027537567642055148,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.6470439934451027,0.026350245115835676,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.23106012857683098,0.014931805565640218,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.015411575213749286,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.04113566043083236,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0.43274927517962936,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.35711584520358,0.04538097769949478,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0.35711584520358,0.05953203526170282,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.3192991302155552,0.015411575213749286,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.25627127190218074,0.020494635090094415,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.35711584520358,0.07729405233978466,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.015411575213749286,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.44535484684230425,0.15390495017656614,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0.21845455691415605,0.022446505098674838,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.14282112693810664,0.021942337075458514,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.39493256019160466,0.11027245763075773,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.25627127190218074,0.015216388212891242,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.015712553569072387,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.03897240290032268,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0.02937098197403252,0.031034733136428686,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0.04197655363670742,0.07612293033463641,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
0.19324341358880626,0.018542765081513996,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.3192991302155552,0.015411575213749286,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.25627127190218074,0.015126992566498259,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.35711584520358,0.050602229972447406,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.015411575213749286,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.5209882768183537,0.050748620223090936,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0.20584898525148115,0.2125586439344078,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.35711584520358,0.015102594191391004,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0.44535484684230425,0.050748620223090936,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0.35711584520358,0.015281580671177828,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.21845455691415605,0.039452172548431745,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.35711584520358,0.015126992566498259,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0.40753813185427956,0.015411575213749286,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.09239884028740704,0.07173122281533045,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0.3319047018782302,0.05953203526170282,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.29408798689020543,0.013760683560491965,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.36972141686625487,0.025374310111545468,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.7226774234211522,0.2995388511917728,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0.6596495651077776,0.10048070654571319,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.43274927517962936,0.13575255909676825,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0.35711584520358,0.06441171028315387,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.38232698852892977,0.025374310111545468,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.25627127190218074,0.01522458606692728,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.02042143996477265,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.6344384217824278,0.015126992566498259,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.20584898525148115,0.016908073949327893,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.01537917417160685,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.20584898525148115,0.2125586439344078,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.13021555527543174,0.06104473451835265,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
0.6218328501197529,0.2608674266467732,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.483171561830329,0.16231419173453318,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.43274927517962936,0.10364429745562033,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0.19324341358880626,0.015126992566498259,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.35711584520358,0.025374310111545468,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.031425107138144774,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0.4705659901676541,0.015411575213749286,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.025374310111545468,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.0020168914660279834,0.056604230248832196,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0.5083827051556787,0.07746484096553544,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0.35711584520358,0.015712553569072387,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0.16803227026345646,0.058694292654020104,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.3445102735409051,0.04396587194327397,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.483171561830329,0.05684821399990475,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0.35711584520358,0.05410739813385612,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0.21845455691415605,0.1434624456306609,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.21845455691415605,0.028212719478023115,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.5966217067944031,0.050610427826483444,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0.30669355855288033,0.29580589980036276,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0.26887684356485564,0.015712553569072387,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.01676541031135762,0.023983602730431916,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
0.609227278457078,0.17391981561855152,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0.25627127190218074,0.015175789316712771,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.04197655363670742,0.07612293033463641,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
0.35711584520358,0.015411575213749286,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.25627127190218074,0.015468569817999833,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.10500441195008194,0.06709553154495196,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0.26887684356485564,0.014110458666029575,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.483171561830329,0.1554664461834305,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.35711584520358,0.015370976317570811,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.4705659901676541,0.2995388511917728,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0.10500441195008194,0.04006213192611313,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0.15542669860078154,0.014110458666029575,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.3192991302155552,0.015468569817999833,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.35711584520358,0.015712553569072387,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.5840161351317282,0.028302115124416098,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0.7226774234211522,0.051822148727810165,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.40753813185427956,0.015411575213749286,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.19324341358880626,0.015712553569072387,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.014110458666029575,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.29408798689020543,0.13526459159462315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.6218328501197529,0.050748620223090936,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0.609227278457078,0.21642978772242535,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.5461994201437035,0.050748620223090936,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0.35711584520358,0.028220722145058292,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.04197655363670742,0.026187654344120927,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.24366570023950587,0.015712553569072387,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.45796041850497915,0.018713553707264782,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.40753813185427956,0.16883675574220638,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.43274927517962936,0.13575255909676825,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.6344384217824278,0.02444717185746977,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.21845455691415605,0.1554664461834305,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0.35711584520358,0.015126992566498259,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.29408798689020543,0.014630827210317117,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.38232698852892977,0.07222738817151159,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0.44535484684230425,0.23422440102965048,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0.35711584520358,0.06441171028315387,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.4705659901676541,0.013760683560491965,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.16803227026345646,0.021942337075458514,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.25627127190218074,0.06709553154495196,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0.35711584520358,0.014110458666029575,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.3445102735409051,0.015468569817999833,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0.30669355855288033,0.014102260811993537,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.015411575213749286,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.29408798689020543,0.028302115124416098,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.5209882768183537,0.014931805565640218,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.40753813185427956,0.10364429745562033,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0.6218328501197529,0.05604306762136532,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.39493256019160466,0.015712553569072387,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.11760998361275685,0.05445717323939373,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0.35711584520358,0.049707687947515,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0.35711584520358,0.04577135170121086,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
0.35711584520358,0.014151057562208049,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.029757819776815374,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.38232698852892977,0.03513366015444757,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0.09239884028740704,0.05684821399990475,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
0.3445102735409051,0.015411575213749286,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.43274927517962936,0.17391981561855152,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.35711584520358,0.013760683560491965,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.5588049918063784,0.013614293309848433,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.031425107138144774,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0.35711584520358,0.015126992566498259,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.42014370351695446,0.051822148727810165,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.23106012857683098,0.05855610025741262,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.35711584520358,0.05953203526170282,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.26887684356485564,0.015216388212891242,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.16803227026345646,0.07746484096553544,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
0.44535484684230425,0.025374310111545468,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.3192991302155552,0.15390495017656614,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.20584898525148115,0.2125586439344078,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.30669355855288033,0.050748620223090936,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0.23106012857683098,0.015712553569072387,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.23106012857683098,0.05855610025741262,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.004159838648682718,0.04015972542654215,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.35711584520358,0.05855610025741262,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.6470439934451027,0.1527664244005612,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.5588049918063784,0.015126992566498259,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.43274927517962936,0.10122885832000206,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0.25627127190218074,0.022446505098674838,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0.23106012857683098,0.050748620223090936,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0.6470439934451027,0.1527664244005612,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.24366570023950587,0.016908073949327893,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.01676541031135762,0.050748620223090936,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0.609227278457078,0.1497654242623688,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.16803227026345646,0.015330377421392339,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.30669355855288033,0.015110792045427042,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0.23106012857683098,0.020494635090094415,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.5588049918063784,0.015712553569072387,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.43274927517962936,0.013907073811135496,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.483171561830329,0.16231419173453318,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.43274927517962936,0.013760683560491965,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.028302115124416098,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.02705779799394608,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.018542765081513996,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.6596495651077776,0.10048070654571319,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0.28148241522753054,0.025374310111545468,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1.0,0.05855610025741262,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.24366570023950587,0.015468569817999833,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0.40123534602294214,0.025374310111545468,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0.483171561830329,0.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.24366570023950587,0.014110458666029575,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.09239884028740704,0.07173122281533045,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0.26887684356485564,0.12999454257145598,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0.39493256019160466,0.11027245763075773,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.04197655363670742,0.04298993693898376,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0.38232698852892977,0.025374310111545468,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.020494635090094415,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0.05458212529938233,0.06126431989431795,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
0.43274927517962936,0.10149724044618187,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0.6722551367704526,0.050748620223090936,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0.26887684356485564,0.2647385704347907,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.4705659901676541,0.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.5966217067944031,0.1497654242623688,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0.5209882768183537,0.016908073949327893,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.29408798689020543,0.09662576327876685,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.6722551367704526,0.15085515328815924,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0.21845455691415605,0.025374310111545468,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.25627127190218074,0.015712553569072387,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.29408798689020543,0.030937139635999665,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0.0020168914660279834,0.056604230248832196,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0.21845455691415605,0.4440992237022602,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.30669355855288033,0.014151057562208049,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.30669355855288033,0.014931805565640218,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.26887684356485564,0.014102260811993537,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.42014370351695446,0.012678957201736696,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.21845455691415605,0.4440992237022602,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.24366570023950587,0.015468569817999833,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0.43274927517962936,0.17391981561855152,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.21845455691415605,0.2125586439344078,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0.5335938484810286,0.015712553569072387,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.19324341358880626,0.11316786160148591,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.04197655363670742,0.04298993693898376,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0.43274927517962936,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.483171561830329,0.015468569817999833,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.06929138530460494,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.031425107138144774,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0.26887684356485564,0.014151057562208049,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0.21845455691415605,0.015216388212891242,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.45796041850497915,0.050748620223090936,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0.35711584520358,0.015094396337354966,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.04713766070721715,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0.15542669860078154,0.038061465167318204,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
0.35711584520358,0.030253985132996517,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0.36972141686625487,0.11111839809247648,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.40753813185427956,0.009759350042902102,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.01537917417160685,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.15542669860078154,0.038061465167318204,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
0.35711584520358,0.015126992566498259,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
0.35711584520358,0.015126992566498259,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.5966217067944031,0.06709553154495196,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0.4957771334930039,0.030253985132996517,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
0.38232698852892977,0.09856123757927521,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.07979326862473214,0.05123658772523604,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0.3445102735409051,0.050748620223090936,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0.36972141686625487,0.018542765081513996,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.029757819776815374,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.004159838648682718,0.030725752114070404,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.3445102735409051,0.015330377421392339,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.35711584520358,0.014102260811993537,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.04197655363670742,0.026187654344120927,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.35711584520358,0.015712553569072387,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0.28148241522753054,0.5133418122566507,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
0.35711584520358,0.015411575213749286,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
